etiqueta,persona,id_muestra,frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,ubic_izq_x,ubic_izq_y,ubic_der_x,ubic_der_y,ubic_nariz_x,ubic_nariz_y,ubic_ojos_x,ubic_ojos_y,ubic_boca_x,ubic_boca_y,ubic_orejaizq_x,ubic_orejaizq_y,ubic_orejader_x,ubic_orejader_y
PRUEBA_2,prueba,0,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034087,-0.030376,-0.009454,0.059996,-0.073970,-0.014066,0.078385,-0.111658,-0.018979,0.096405,-0.133685,-0.024134,0.038602,-0.154724,-0.004962,0.047963,-0.211075,-0.013263,0.051667,-0.247020,-0.021642,0.054180,-0.279870,-0.028159,0.017479,-0.165013,-0.007788,0.020865,-0.234063,-0.014805,0.022445,-0.277334,-0.022856,0.022879,-0.315487,-0.028984,-0.002710,-0.160750,-0.012160,-0.004269,-0.224597,-0.019573,-0.005131,-0.267220,-0.026439,-0.006188,-0.305882,-0.031460,-0.022919,-0.144267,-0.017618,-0.027410,-0.192110,-0.024844,-0.030369,-0.223511,-0.028114,-0.032954,-0.253987,-0.030167,0.000000,0.000000,-0.892059,-0.464646,0.046254,-0.946409,0.034705,-1.133148,0.037265,-0.759346,0.206320,-1.064714,-0.186317,-1.061378
PRUEBA_2,prueba,0,25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033302,-0.028890,-0.010339,0.060398,-0.073074,-0.015379,0.080073,-0.110591,-0.020507,0.097782,-0.132142,-0.025825,0.039329,-0.155952,-0.006292,0.047991,-0.213274,-0.014711,0.051554,-0.249741,-0.023026,0.053758,-0.282841,-0.029429,0.018077,-0.166740,-0.008702,0.020678,-0.237748,-0.015763,0.021846,-0.280961,-0.023661,0.021835,-0.318417,-0.029580,-0.002512,-0.162932,-0.012658,-0.004691,-0.228367,-0.020019,-0.006312,-0.270675,-0.026651,-0.007976,-0.308610,-0.031421,-0.023672,-0.146654,-0.017758,-0.028527,-0.195901,-0.024709,-0.031648,-0.226618,-0.027649,-0.034055,-0.256282,-0.029381,0.000000,0.000000,-0.893044,-0.485640,0.047087,-0.960247,0.035070,-1.146362,0.037393,-0.771742,0.206582,-1.074221,-0.186618,-1.070180
PRUEBA_2,prueba,0,26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034447,-0.028913,-0.009917,0.061928,-0.072116,-0.014617,0.081930,-0.109570,-0.019530,0.099708,-0.132453,-0.024643,0.040094,-0.156022,-0.005406,0.049044,-0.212379,-0.013752,0.052824,-0.248329,-0.022095,0.055585,-0.281379,-0.028537,0.018957,-0.166537,-0.007999,0.022247,-0.236507,-0.014940,0.023967,-0.279685,-0.022662,0.024609,-0.317468,-0.028561,-0.001426,-0.162301,-0.012212,-0.003594,-0.226475,-0.019555,-0.004622,-0.268305,-0.025844,-0.005608,-0.305926,-0.030419,-0.022203,-0.145848,-0.017615,-0.027246,-0.194698,-0.024551,-0.030185,-0.225915,-0.027394,-0.032473,-0.256320,-0.029158,0.000000,0.000000,-0.896184,-0.500101,0.044585,-0.963986,0.033509,-1.148698,0.035765,-0.773990,0.206566,-1.077733,-0.187496,-1.073069
PRUEBA_2,prueba,0,27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033993,-0.029176,-0.010187,0.061388,-0.071984,-0.015361,0.081657,-0.108577,-0.020801,0.100275,-0.129710,-0.026480,0.039883,-0.154298,-0.005923,0.049529,-0.210292,-0.014948,0.053882,-0.246002,-0.023797,0.057216,-0.278768,-0.030523,0.019351,-0.164828,-0.008635,0.023399,-0.234240,-0.016289,0.025588,-0.278260,-0.024545,0.026616,-0.317342,-0.030754,-0.000457,-0.160825,-0.012989,-0.001595,-0.224765,-0.020871,-0.002037,-0.266957,-0.027542,-0.002629,-0.305210,-0.032331,-0.020655,-0.144806,-0.018544,-0.024779,-0.192819,-0.025849,-0.027456,-0.223794,-0.028905,-0.029918,-0.253896,-0.030798,0.000000,0.000000,-0.893649,-0.511851,0.046250,-0.977334,0.034770,-1.158717,0.036873,-0.790698,0.207044,-1.084683,-0.186159,-1.079341
PRUEBA_2,prueba,0,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033981,-0.029082,-0.010304,0.061273,-0.071769,-0.015519,0.081458,-0.108274,-0.020907,0.100212,-0.129924,-0.026550,0.039899,-0.153780,-0.006557,0.049569,-0.210070,-0.015598,0.053937,-0.245508,-0.024365,0.057172,-0.278137,-0.031015,0.019157,-0.164320,-0.009292,0.023676,-0.233990,-0.016864,0.025910,-0.277985,-0.025039,0.026795,-0.316869,-0.031231,-0.000947,-0.160101,-0.013648,-0.001952,-0.223863,-0.021455,-0.002316,-0.266188,-0.028109,-0.002926,-0.304495,-0.032933,-0.021627,-0.143733,-0.019198,-0.025500,-0.192142,-0.026550,-0.028040,-0.223800,-0.029647,-0.030359,-0.254678,-0.031600,0.000000,0.000000,-0.891092,-0.513667,0.048005,-0.986212,0.036258,-1.168211,0.037901,-0.804431,0.207346,-1.088595,-0.185222,-1.084430
PRUEBA_2,prueba,0,29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034426,-0.028884,-0.010801,0.061736,-0.071240,-0.016282,0.081572,-0.108826,-0.021863,0.099947,-0.131789,-0.027712,0.041055,-0.153631,-0.007165,0.050299,-0.210858,-0.016322,0.053823,-0.246805,-0.025129,0.056379,-0.280046,-0.031883,0.019883,-0.164340,-0.009603,0.023414,-0.233756,-0.017240,0.025032,-0.276991,-0.025383,0.025775,-0.315295,-0.031610,-0.000486,-0.160565,-0.013682,-0.001280,-0.225025,-0.021502,-0.002092,-0.267191,-0.028032,-0.002893,-0.305278,-0.032822,-0.021151,-0.144738,-0.018998,-0.025506,-0.192454,-0.026581,-0.028317,-0.224269,-0.029876,-0.030771,-0.255220,-0.031902,0.000000,0.000000,-0.898626,-0.515738,0.050071,-0.997931,0.038184,-1.175562,0.038934,-0.818883,0.207191,-1.095051,-0.185145,-1.082893
PRUEBA_2,prueba,0,30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034106,-0.028175,-0.010502,0.061032,-0.072030,-0.015605,0.080740,-0.109980,-0.020787,0.099517,-0.132278,-0.026162,0.040066,-0.153234,-0.006781,0.049727,-0.210140,-0.015724,0.053522,-0.246295,-0.024313,0.056165,-0.279369,-0.030897,0.019062,-0.163975,-0.009306,0.023188,-0.233703,-0.016891,0.025087,-0.277816,-0.024908,0.025778,-0.316832,-0.030999,-0.001091,-0.160425,-0.013455,-0.001885,-0.224652,-0.021291,-0.002161,-0.267115,-0.027850,-0.002607,-0.305370,-0.032621,-0.021633,-0.144995,-0.018810,-0.025922,-0.192907,-0.026239,-0.028548,-0.224672,-0.029432,-0.030734,-0.255375,-0.031440,0.000000,0.000000,-0.896094,-0.503068,0.052587,-1.005074,0.039712,-1.175891,0.040128,-0.822789,0.207467,-1.096632,-0.184267,-1.084968
PRUEBA_2,prueba,0,31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033888,-0.028539,-0.010420,0.060728,-0.072398,-0.015517,0.080312,-0.110210,-0.020723,0.099061,-0.132574,-0.026115,0.039611,-0.154035,-0.006429,0.049298,-0.210656,-0.015307,0.053204,-0.246705,-0.023911,0.055955,-0.279643,-0.030496,0.018712,-0.164575,-0.008962,0.022625,-0.233947,-0.016455,0.024455,-0.277927,-0.024472,0.025069,-0.316749,-0.030566,-0.001363,-0.160845,-0.013143,-0.002469,-0.224764,-0.020922,-0.002980,-0.267247,-0.027534,-0.003675,-0.305468,-0.032334,-0.021826,-0.145198,-0.018525,-0.026285,-0.193145,-0.025925,-0.029052,-0.225007,-0.029161,-0.031422,-0.255880,-0.031195,0.000000,0.000000,-0.894087,-0.500913,0.054156,-1.014798,0.041146,-1.184574,0.040920,-0.833454,0.207565,-1.102867,-0.183687,-1.089648
PRUEBA_2,prueba,0,32,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034003,-0.028190,-0.010533,0.060972,-0.070738,-0.015751,0.080809,-0.107797,-0.021105,0.099667,-0.129475,-0.026687,0.039746,-0.153436,-0.006331,0.049210,-0.209202,-0.015128,0.053024,-0.244608,-0.023788,0.055833,-0.277367,-0.030475,0.018952,-0.163781,-0.008850,0.022750,-0.232202,-0.016293,0.024819,-0.275269,-0.024418,0.025789,-0.313804,-0.030655,-0.001051,-0.159573,-0.013032,-0.002602,-0.222516,-0.020836,-0.003092,-0.264423,-0.027570,-0.003628,-0.302747,-0.032493,-0.021436,-0.143398,-0.018434,-0.025938,-0.191175,-0.025855,-0.028549,-0.222654,-0.029171,-0.030646,-0.253709,-0.031323,0.000000,0.000000,-0.893010,-0.504163,0.054674,-1.021840,0.041583,-1.188816,0.041269,-0.842914,0.206717,-1.106015,-0.183208,-1.091907
PRUEBA_2,prueba,0,33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034642,-0.028193,-0.010183,0.061252,-0.072245,-0.014876,0.080372,-0.110570,-0.019749,0.099474,-0.131045,-0.024858,0.039342,-0.152090,-0.005635,0.049255,-0.208431,-0.014199,0.053476,-0.244575,-0.022649,0.056570,-0.277739,-0.029229,0.018524,-0.163080,-0.008165,0.022531,-0.232053,-0.015536,0.024539,-0.275588,-0.023639,0.025361,-0.314346,-0.029809,-0.001470,-0.159723,-0.012321,-0.002521,-0.223258,-0.020085,-0.002901,-0.266127,-0.026943,-0.003518,-0.305067,-0.031923,-0.021889,-0.144428,-0.017650,-0.025795,-0.192337,-0.025025,-0.028225,-0.224242,-0.028429,-0.030333,-0.255286,-0.030648,0.000000,0.000000,-0.890157,-0.496768,0.054651,-1.029337,0.041533,-1.193785,0.041150,-0.853456,0.205942,-1.107745,-0.183036,-1.094010
PRUEBA_2,prueba,0,34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034020,-0.028329,-0.009915,0.060292,-0.071627,-0.014760,0.079225,-0.109314,-0.019907,0.098149,-0.130737,-0.025362,0.038705,-0.152103,-0.005792,0.048358,-0.208066,-0.014754,0.052657,-0.243813,-0.023461,0.055932,-0.276694,-0.030169,0.018010,-0.162632,-0.008717,0.021755,-0.231594,-0.016470,0.023608,-0.275219,-0.024813,0.024427,-0.314240,-0.031131,-0.001892,-0.158585,-0.013256,-0.003075,-0.222158,-0.021393,-0.003612,-0.265367,-0.028396,-0.004085,-0.304937,-0.033448,-0.022249,-0.142533,-0.018933,-0.026267,-0.190444,-0.026674,-0.028854,-0.222481,-0.030185,-0.031016,-0.253734,-0.032441,0.000000,0.000000,-0.887596,-0.491762,0.055638,-1.027805,0.041873,-1.192207,0.041666,-0.850407,0.205547,-1.107542,-0.183106,-1.092517
PRUEBA_2,prueba,0,35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034048,-0.028333,-0.009985,0.060482,-0.071583,-0.014823,0.079404,-0.109213,-0.019930,0.098183,-0.130485,-0.025349,0.038792,-0.152132,-0.005808,0.048350,-0.207985,-0.014720,0.052704,-0.243631,-0.023426,0.056026,-0.276479,-0.030131,0.018155,-0.162577,-0.008663,0.021899,-0.231530,-0.016370,0.023802,-0.275210,-0.024736,0.024659,-0.314163,-0.031048,-0.001739,-0.158451,-0.013131,-0.002935,-0.222031,-0.021248,-0.003469,-0.265156,-0.028319,-0.003969,-0.304632,-0.033393,-0.022127,-0.142312,-0.018734,-0.026169,-0.190257,-0.026478,-0.028836,-0.222153,-0.030022,-0.031071,-0.253366,-0.032283,0.000000,0.000000,-0.888316,-0.492289,0.055132,-1.031727,0.041350,-1.194740,0.041098,-0.855994,0.204180,-1.109820,-0.183209,-1.093067
PRUEBA_2,prueba,0,36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034086,-0.028823,-0.010297,0.060796,-0.071699,-0.015454,0.080020,-0.109664,-0.020757,0.098747,-0.132304,-0.026264,0.039462,-0.151990,-0.006100,0.049122,-0.208296,-0.015101,0.053346,-0.244079,-0.023848,0.056580,-0.276923,-0.030531,0.018486,-0.162865,-0.008774,0.022324,-0.232090,-0.016462,0.024368,-0.275926,-0.024771,0.025491,-0.315120,-0.031049,-0.001765,-0.159304,-0.013081,-0.002650,-0.223087,-0.021077,-0.002896,-0.265983,-0.027936,-0.003070,-0.304963,-0.032875,-0.022372,-0.143658,-0.018555,-0.026338,-0.191533,-0.026165,-0.028850,-0.223545,-0.029509,-0.030829,-0.254768,-0.031595,0.000000,0.000000,-0.891250,-0.481581,0.055670,-1.029297,0.041877,-1.192832,0.041597,-0.853469,0.204688,-1.108053,-0.182867,-1.092009
PRUEBA_2,prueba,0,37,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034122,-0.029282,-0.010056,0.061092,-0.072306,-0.015165,0.080853,-0.109153,-0.020532,0.099587,-0.130369,-0.026181,0.039884,-0.152309,-0.005968,0.049441,-0.208287,-0.014953,0.053518,-0.243815,-0.023755,0.056602,-0.276345,-0.030469,0.019047,-0.162922,-0.008713,0.022952,-0.231648,-0.016346,0.024825,-0.275285,-0.024687,0.025619,-0.314232,-0.031004,-0.001098,-0.159313,-0.013064,-0.001856,-0.223110,-0.020889,-0.002339,-0.265508,-0.027710,-0.002943,-0.304014,-0.032656,-0.021728,-0.143800,-0.018575,-0.025814,-0.191617,-0.025982,-0.028532,-0.223267,-0.029270,-0.030902,-0.254067,-0.031333,0.000000,0.000000,-0.894699,-0.482420,0.055938,-1.028125,0.042188,-1.192282,0.041827,-0.852032,0.204884,-1.107717,-0.182685,-1.091362
PRUEBA_2,prueba,0,38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034293,-0.028426,-0.010474,0.061247,-0.071206,-0.015595,0.080717,-0.108644,-0.020864,0.099421,-0.129673,-0.026360,0.040119,-0.152614,-0.006305,0.049475,-0.208659,-0.015088,0.053340,-0.244124,-0.023731,0.056190,-0.277098,-0.030435,0.019263,-0.163545,-0.008793,0.023136,-0.231870,-0.016319,0.024907,-0.275319,-0.024559,0.025621,-0.314133,-0.030833,-0.000939,-0.160011,-0.012907,-0.001784,-0.223741,-0.020811,-0.002221,-0.266139,-0.027706,-0.002786,-0.304713,-0.032686,-0.021625,-0.144353,-0.018210,-0.025753,-0.192422,-0.025866,-0.028592,-0.224210,-0.029382,-0.031064,-0.255236,-0.031585,0.000000,0.000000,-0.894308,-0.487232,0.057489,-1.029515,0.043246,-1.193860,0.043049,-0.851959,0.204912,-1.109938,-0.182427,-1.093216
PRUEBA_2,prueba,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033745,-0.028411,-0.011066,0.060848,-0.072554,-0.016314,0.080711,-0.110269,-0.021547,0.099243,-0.131461,-0.027055,0.039463,-0.154384,-0.007061,0.048525,-0.210278,-0.016066,0.051838,-0.245694,-0.024920,0.054296,-0.278611,-0.031829,0.018670,-0.165014,-0.009342,0.022255,-0.233486,-0.017073,0.023777,-0.276575,-0.025473,0.024360,-0.315010,-0.031884,-0.001331,-0.160991,-0.013293,-0.002328,-0.225208,-0.021387,-0.002785,-0.267488,-0.028382,-0.003337,-0.306088,-0.033478,-0.021717,-0.144794,-0.018474,-0.025874,-0.192394,-0.026374,-0.028560,-0.223787,-0.029992,-0.030909,-0.254489,-0.032287,0.000000,0.000000,-0.898090,-0.492102,0.071288,-1.016606,0.058372,-1.186692,0.054681,-0.836069,0.212442,-1.100957,-0.170908,-1.091108
PRUEBA_2,prueba,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034329,-0.028601,-0.010521,0.061096,-0.073182,-0.015497,0.080586,-0.111177,-0.020574,0.099372,-0.132312,-0.025972,0.039695,-0.153809,-0.006693,0.049118,-0.209742,-0.015628,0.052468,-0.245419,-0.024351,0.054839,-0.278510,-0.031212,0.018785,-0.164522,-0.009243,0.022555,-0.232752,-0.017090,0.024015,-0.276181,-0.025522,0.024425,-0.315267,-0.031993,-0.001364,-0.160520,-0.013419,-0.002291,-0.224641,-0.021664,-0.002827,-0.267440,-0.028765,-0.003580,-0.306921,-0.033969,-0.021867,-0.144308,-0.018754,-0.025636,-0.192296,-0.026724,-0.028105,-0.224167,-0.030443,-0.030342,-0.255567,-0.032886,0.000000,0.000000,-0.898320,-0.497883,0.071089,-1.022995,0.057782,-1.193123,0.054438,-0.841995,0.212465,-1.107380,-0.171294,-1.096714
